Statement Analysis
Query,Full Table Scan,Executed (#),Errors (#),Warnings (#),Total Time,Max Time,Avg Time,Rows Sent (#),Avg. Rows Sent (#),Rows Scanned (#),Avg. Rows Scanned (#),Temp. Tables (#),Temp. Disk Tables (#),Rows Sorted (#),Sort Merge Passes (#),Digest
"SELECT `COLUMN_NAME` , `COLUMN_TYPE` , `COLUMN_DEFAULT` , `IS_NULLABLE` , `CHARACTER_SET_NAME` , `COLLATION_NAME` , `PRIVILEGES` , `EXTRA` , `COLUMN_COMMENT` FROM `information_schema` . `columns` WHERE `table_schema` = ? AND TABLE_NAME = ?",,6,0,0,61143.66,23894.63,10190.61,2655,443.0,7996,1333.0,0,0,0,0,b611d78cf763c7dc9b1446ca6b46fb2f4d8c261bf6cab101c2b9593b17c5016b
SHOW CREATE TABLE `icpsr_03088` . `adss_data`,,5,0,0,57871.54,18418.86,11574.31,0,0.0,0,0.0,0,0,0,0,81c8eabc0c1120b20ba4cc0b8f7e35707dc4f3e163ff6c188353c772d852a0a7
SHOW FULL FIELDS FROM `icpsr_03088` . `adss_data_part3`,,2,0,0,57623.69,30328.92,28811.85,1982,991.0,7938,3969.0,2,0,1982,0,76e3ad3535d7f564412a7d6927bd886166205428a7e7fd44ef1d7413e8498bf8
CREATE SCHEMA `londonndtms`,,1,0,0,56612.36,56612.36,56612.36,0,0.0,0,0.0,0,0,0,0,cb8435365a725958957a09de7442d0decb6601add4842e4cf31700fb93f7af2f
SHOW INDEXES FROM `cdcyrbss` . `national2021`,,17,0,0,53895.89,9353.07,3170.35,17,1.0,2026,119.0,17,0,17,0,f4b50a0e8bb218c0dec4627bd6c1a446d73f407f718c4420c6bc0552b56664b1
SELECT `st` . * FROM `performance_schema` . `events_statements_current` `st` JOIN `performance_schema` . `threads` `thr` ON `thr` . `thread_id` = `st` . `thread_id` WHERE `thr` . `processlist_id` = ?,,5,0,0,51344.93,46480.67,10268.99,5,1.0,10,2.0,0,0,0,0,b31742f7d23c9cd7e41466837a9bf595201427497601718ac456e68040146a54
"SELECT SCHEMA_NAME , `DEFAULT_CHARACTER_SET_NAME` , `DEFAULT_COLLATION_NAME` FROM `INFORMATION_SCHEMA` . `SCHEMATA`",*,19,0,0,50003.83,17003.73,2631.78,155,8.0,484,25.0,0,0,0,0,553520c8624a3a1e02ef3024ad9bf509ea27ef4e9746cab035a6974abcb04dcd
SHOW FULL TABLES FROM `cdcyrbss`,,24,0,0,48774.33,7566.86,2032.26,24,1.0,128,5.0,0,0,24,0,620864bed046432491da9e8ee8d4669fadaac8f28e6bc3e01c332a6a09c6a34a
SHOW INDEXES FROM `lineitem`,,1,0,0,46067.33,46067.33,46067.33,5,5.0,43,43.0,1,0,5,0,6d6b75717e45321dcffb3e7bc4012ad55b525e9b6a9ca9bfa7b6944f304c47e4
SELECT CURRENT_USER ( ),,222,0,0,45885.42,5321.57,206.69,222,1.0,222,1.0,0,0,0,0,3eff569d77bf7e2ccb14bd593a390e6187f054f1435d6bed2f3b547f827e8992
"SELECT `TABLE_COMMENT` ? , TABLE_NAME ? , `TABLE_ROWS` ? , `AUTO_INCREMENT` ? , ROW_FORMAT ? , `DATA_LENGTH` ? , `INDEX_LENGTH` ? , `TABLE_COLLATION` ? , `TABLE_TYPE` ? , `ENGINE` ENGINE FROM `information_schema` . `TABLES` WHERE `TABLE_SCHEMA` = ? AND `TABLE_TYPE` != ? ORDER BY TABLE_NAME",,23,0,0,43782.51,5496.48,1903.59,40,2.0,204,9.0,0,0,40,0,104b2eda49e801dc52d5b580acce9c6c936000f8429e7d812d3998e5e8832c29
SHOW VARIABLES,*,10,0,0,42580.95,4592.56,4258.10,6440,644.0,6440,644.0,10,0,0,0,9959c56ef11ca3c143a80d199705b5128cb5dfbbdc967225c4bd603595738aab
SHOW COLLATION,*,10,0,0,41250.29,5828.09,4125.03,2860,286.0,6130,613.0,10,0,2860,0,f547ffac4814e362ef0421e4a45a6137d4be89fbb5ba419e1813d13647bcb53a
SHOW FULL TABLES FROM `dawn`,,24,0,0,39023.93,1969.69,1626.00,21,1.0,122,5.0,0,0,21,0,11fb7a2b7f2474384abb82edc776840353eae0e5afd365667faf19a06734c5f6
SHOW FULL FIELDS FROM `icpsr_03088` . `adss_data_part4`,,4,0,0,38604.42,11769.76,9651.11,1376,344.0,5524,1381.0,4,0,1376,0,85bcdcfdd20a6f87fc88e7d3ba9d807959b4f481d3c1907ea7adbd49b9f4ec2b
SELECT `CONNECTION_ID` ( ),,185,0,0,37332.99,3443.75,201.80,185,1.0,185,1.0,0,0,0,0,e17c82a4f8c6d7083a2c7e3f35c96912c5410b431f6129935b61a9f686adaeab
SET CHARACTER SET `utf8`,,215,0,0,37189.49,2788.54,172.97,0,0.0,0,0.0,0,0,0,0,7fefc009e426d24935eca18b34c6829c935bc1d0697fe927f91fdfac6fde18b4
SELECT COUNT ( * ) `column_count` FROM `information_schema` . `columns` WHERE `table_schema` = ? AND TABLE_NAME = ?,,7,0,0,36987.23,11212.96,5283.89,7,1.0,10976,1568.0,0,0,0,0,f216d5c82e5bde2d9e72610e284ab1b2e34135821c660cc1bcedef4dddfe0a0c
"SELECT CONSTRAINT_NAME CONSTRAINT_NAME , `TABLE_SCHEMA` `table_schema` , TABLE_NAME TABLE_NAME , COLUMN_NAME COLUMN_NAME , `REFERENCED_TABLE_SCHEMA` `referenced_schema` , `REFERENCED_TABLE_NAME` `referenced_table` , `REFERENCED_COLUMN_NAME` `referenced_column` FROM `information_schema` . `KEY_COLUMN_USAGE` WHERE `REFERENCED_TABLE_NAME` IS NOT NULL",*,2,0,0,35629.04,31819.59,17814.52,0,0.0,979,490.0,2,0,0,0,d8b87624b24b5f2abcaa935fb69c86aeb031c2c184ef97aeb82230b98d559378
SHOW FIELDS FROM `icpsr_03088` . `adss_data_part4`,,1,1,0,34067.07,34067.07,34067.07,0,0.0,0,0.0,0,0,0,0,5120372410577c738f8cfbf567a2fd454ad486daeab17f4ac3299299e7c70748
SELECT `st` . * FROM `performance_schema` . `events_statements_current` `st` JOIN `performance_schema` . `threads` `thr` ON `thr` . `thread_id` = `st` . `thread_id` WHERE `thr` . `processlist_id` = ?,,18,0,0,33095.01,11080.79,1838.61,18,1.0,36,2.0,0,0,0,0,b31742f7d23c9cd7e41466837a9bf595201427497601718ac456e68040146a54
"SELECT `r` . `ROUTINE_NAME` ? , `p` . `PARAMETER_NAME` ? , `p` . `DATA_TYPE` ? , `p` . `PARAMETER_MODE` ? FROM `information_schema` . `routines` `r` LEFT JOIN `information_schema` . `parameters` `p` ON `r` . `SPECIFIC_NAME` = `p` . `SPECIFIC_NAME` WHERE `r` . `ROUTINE_SCHEMA` = ? AND `r` . `ROUTINE_TYPE` = ? ORDER BY `r` . `ROUTINE_NAME` , `p` . `ORDINAL_POSITION`",*,8,0,0,32961.29,19481.40,4120.16,0,0.0,16,2.0,8,0,0,0,cb1028d315b01710a05004d1ea1cd3449ef6f682399ca79cfa4688d0a4ea6c6d
SHOW CHARSET,*,3,0,0,31916.35,22043.52,10638.78,123,41.0,369,123.0,0,0,123,0,1856574834be14252580820873d7125ede9315d91bf93a4a4525fac56ee51b6f
SET NAMES ?,,219,0,0,30822.97,499.01,140.74,0,0.0,0,0.0,0,0,0,0,f602ce2b604742e053aebf598ab8704c3b804def2946274dff866e2679d8f9fa
"SELECT `ROUTINE_TYPE` AS ? , `ROUTINE_CATALOG` AS ? , `ROUTINE_SCHEMA` AS ? , `ROUTINE_NAME` AS ? FROM `information_schema` . `routines` WHERE `routine_schema` = ?",,11,0,0,30375.27,15506.01,2761.39,0,0.0,22,2.0,0,0,0,0,96cb7af396f16e967a35426bb13cb16857ac491cee2e09ef576c6e33f99c4ded
SHOW INDEX FROM `icpsr_03088` . `adss_data`,,6,0,0,28938.19,17026.42,4823.03,12,2.0,6024,1004.0,6,0,12,0,6e25d54a7c8ad4fe490a869a0030f60c62db84d263b6881166b1cedf35a90fff
SHOW FULL FIELDS FROM `tpch` . `customer`,,10,0,0,28144.11,11936.69,2814.41,80,8.0,370,37.0,10,0,80,0,be76fbaa5261c524c47a947298e3e290d43c74637ec60a9f810b301d21b4081d
SHOW FIELDS FROM `icpsr_03088` . `adss_data`,,2,0,0,27754.80,14036.10,13877.40,1982,991.0,7938,3969.0,2,0,1982,0,ebfcc7586fbcbfe5c2fa05e6accacc2edbeda56f94f91a5c43b636dae71dc895
SELECT * FROM `information_schema` . `tables` WHERE `table_schema` = ? AND TABLE_NAME = ?,,7,0,0,26832.68,9692.64,3833.24,7,1.0,33,5.0,0,0,0,0,16a6de52b011569ab558d475938e71d65302d8ba19d59a5b0069f531c82824ad
"SELECT * FROM `dawn` . `data` LIMIT ?, ...",*,1,0,0,26773.39,26773.39,26773.39,103,103.0,103,103.0,0,0,0,0,50622c1d3267adea18231b81b48c01cb0e97cacd5ea26ce8a891fd84d543a7ca
"SELECT `constraint_name` , `constraint_schema` , `table_name` , `column_name` , `referenced_table_schema` , `referenced_table_name` , `referenced_column_name` FROM `information_schema` . `KEY_COLUMN_USAGE` WHERE ( ( `REFERENCED_TABLE_SCHEMA` = ? AND `referenced_table_name` = ? ) OR ( `TABLE_SCHEMA` = ? AND TABLE_NAME = ? ) ) AND `REFERENCED_TABLE_NAME` IS NOT NULL ORDER BY TABLE_NAME , COLUMN_NAME",*,6,0,0,25814.56,9402.63,4302.43,0,0.0,4115,686.0,6,0,0,0,04fb04953630be9e39a49a2afcf18e0d8a0a2b42d6242b1ff2e2375fe1fb640e
USE `icpsr_03088`,,140,0,0,24240.72,2777.97,173.15,0,0.0,0,0.0,0,0,0,0,3b36d5a816a2152ecd77143c1681db93b018d9c1d4192fd5ca38528229566b46
CREATE SCHEMA `cdcyrbss`,,1,0,0,23737.83,23737.83,23737.83,0,0.0,0,0.0,0,0,0,0,e2d5f8577f2f625e2e91ed3bada2aeeff896fcfb4d8213c37b73e09af594f06f
SHOW CREATE TABLE `cdcyrbss` . `national2021`,,5,0,0,22458.94,10782.67,4491.79,0,0.0,0,0.0,0,0,0,0,2274d33b9f2e1fb34dba9a1bf8de002b50f4bb454c0839293484a3a4de1a3e40
"SELECT ? AS ? , `TABLE_CATALOG` AS ? , `TABLE_SCHEMA` AS ? , TABLE_NAME AS ? FROM `information_schema` . `views` WHERE `table_schema` = ?",,11,0,0,22357.07,8473.06,2032.46,0,0.0,33,3.0,0,0,0,0,b59aab18eb9c77e83f9b37864a4dcad0590af3794d18919a1d4eff4a595b6d9e
SHOW FULL FIELDS FROM `tpch` . `lineitem`,,10,0,0,22349.59,3748.84,2234.96,160,16.0,690,69.0,10,0,160,0,6432c78788b8396bb36f997df327db7e3afdda54ec06f7d6f7a33d5a7897530d
SET `autocommit` = ?,,139,0,0,21762.35,1453.72,156.56,0,0.0,0,0.0,0,0,0,0,158bfe3d4b4b0a372a4acdb38affe2cb4f6b3cb21a9af0ea9fad9a9a083ac18a
SHOW VARIABLES,*,5,0,0,21606.12,4522.56,4321.22,3220,644.0,3220,644.0,5,0,0,0,9959c56ef11ca3c143a80d199705b5128cb5dfbbdc967225c4bd603595738aab
ANALYZE TABLE `londonndtms` . `ndtms`,,1,0,0,21521.90,21521.90,21521.90,0,0.0,0,0.0,0,0,0,0,523e2bcb97d0ebeeac9f3bc29c1721dcee6f9f8853afbad6c55dfdd32c694d11
CREATE SCHEMA `icpsr_03088`,,1,0,0,20845.39,20845.39,20845.39,0,0.0,0,0.0,0,0,0,0,16894276cca70abc1b0bc43dd1621e29b49cd013ddae12b4e409a630fdd056ec
SHOW INDEX FROM `cdcyrbss` . `national2021`,,10,0,0,20354.20,3965.44,2035.42,10,1.0,1196,120.0,10,0,10,0,aef183adf5a1a038d17dbad2fa391efa98077dded1939edf5520ed7a29fe5765
CREATE SCHEMA `dawn`,,1,0,0,19892.37,19892.37,19892.37,0,0.0,0,0.0,0,0,0,0,1c04b99223d737da9b3e70b5cfb74160ea386f652660d522122f3f1a9ff07e00
"CREATE TABLE IF NOT EXISTS `national2021` ( `caseid` INTEGER , `facid` INTEGER , `outcode` INTEGER , `a_1` INTEGER , `a_2` INTEGER , `a_3` INTEGER , `a_4a` INTEGER , `a_4b` INTEGER , `a_4c` INTEGER , `a_5a` INTEGER , `a_5b` INTEGER , `a_5c` INTEGER , `a_5d` INTEGER , `a_5e` INTEGER , `a_5f` INTEGER , `a_5g` INTEGER , `a_5h` INTEGER , `a_5i` INTEGER , `a_5j` INTEGER , `a_5k` INTEGER , `a_5l` INTEGER , `a_5m` INTEGER , `a_5n` INTEGER , `a_5o` INTEGER , `a_6` INTEGER , `a_7a` INTEGER , `a_7b` INTEGER , `a_7c` INTEGER , `a_7d` INTEGER , `a_7e` INTEGER , `a_7f` INTEGER , `a_7g` INTEGER , `a_7h` INTEGER , `a_8` INTEGER , `a_9box` INTEGER , `a_9a1` INTEGER , `a_9b1` INTEGER , `a_9c1` INTEGER , `a_9d1` INTEGER , `a_9e1` INTEGER , `a_9f1` INTEGER , `a_9g1` INTEGER , `a_9h1` INTEGER , `a_9i1` INTEGER , `a_9a2` INTEGER , `a_9b2` INTEGER , `a_9c2` INTEGER , `a_9d2` INTEGER , `a_9e2` INTEGER , `a_9f2` INTEGER , `a_9g2` INTEGER , `a_9h2` INTEGER , `a_9i2` INTEGER , `a_9a3` INTEGER , `a_9b3` INTEGER , `a_9c3` INTEGER , `a_9d3` INTEGER , `a_9e3` INTEGER , `a_9f3` INTEGER , `a_9g3` INTEGER , `a_9h3` INTEGER , `a_9i3` INTEGER , `a_9a4` INTEGER , `a_9b4` INTEGER , `a_9c4` INTEGER , `a_9d4` INTEGER , `a_9e4` INTEGER , `a_9f4` INTEGER , `a_9g4` INTEGER , `a_9h4` INTEGER , `a_9i4` INTEGER , `a_10` INTEGER , `a_11` INTEGER , `a_13a` INTEGER , `a_13b` INTEGER , `a_13c` INTEGER , `a_13d` INTEGER , `a_13e` INTEGER , `a_14a` INTEGER ,",,2,0,2,19759.55,12037.55,9879.77,0,0.0,0,0.0,0,0,0,0,4d08564a0ddbdcfbb1f93088a2cc57b46c243bf5a037f89a8606e977d89b4685
CREATE SCHEMA IF NOT EXISTS `analytics_db`,,1,0,0,19249.49,19249.49,19249.49,0,0.0,0,0.0,0,0,0,0,0fddac3fa8be8ba6ea3e7baa5266b77010d25ab80f177faf7420fe1cf22d8cea
SHOW FULL FIELDS FROM `tpch` . `nation`,,10,0,0,18651.75,4122.48,1865.17,40,4.0,210,21.0,10,0,40,0,c53fb39df95c73580e26d2395b435594e12f3b0abf4fe559aa71be7e1c04aeb8
"SELECT ? AS ? , `TABLE_CATALOG` AS ? , `TABLE_SCHEMA` AS ? , TABLE_NAME AS ? FROM `information_schema` . `tables` WHERE `table_type` != ? AND `table_schema` = ?",,11,0,0,18629.79,4609.53,1693.62,11,1.0,52,5.0,0,0,0,0,1c6aa0e62a81a537d6e3b5ec022eaaec3751393f6f3e39be0b2f6c0ae7fe02e4
SHOW FULL FIELDS FROM `tpch` . `part`,,10,0,0,18318.13,2583.32,1831.81,90,9.0,410,41.0,10,0,90,0,9f208c8531ca1b482130facca19b643db1286c9b82994d7eb01ae4b48260eb12
SHOW FULL FIELDS FROM `tpch` . `partsupp`,,10,0,0,17642.11,3275.32,1764.21,50,5.0,250,25.0,10,0,50,0,1982ce18ffb58c2d6f801c173a143ceaa46107fa382e04e9d83a034b89b0cb39
SHOW INDEXES FROM `icpsr_03088` . `adss_data_part3`,,1,0,0,17543.84,17543.84,17543.84,2,2.0,1002,1002.0,1,0,2,0,88a981cad8f9d20ca22d96d7bde37d7211371ea0e9c03e4c900d9712bffae05d
"SELECT ? AS ? , `TRIGGER_CATALOG` AS ? , `TRIGGER_SCHEMA` AS ? , `TRIGGER_NAME` AS ? FROM `information_schema` . `triggers` WHERE `trigger_schema` = ?",*,11,0,0,17321.56,4472.23,1574.69,0,0.0,154,14.0,0,0,0,0,d631cd139e1d00b625a62b313e16f6fce04aa29ad98ae12b20dd110815bec5f7
SHOW FULL FIELDS FROM `tpch` . `orders`,,10,0,0,17261.00,2418.82,1726.10,90,9.0,410,41.0,10,0,90,0,4f56bff0bf7748d1df9766ee96240e6b27bbabad3688be2162b6e030b0282cfd
ANALYZE TABLE `icpsr_03088` . `adss_data`,,1,0,0,16794.65,16794.65,16794.65,0,0.0,0,0.0,0,0,0,0,df15bc9c13a43915cb1fdc97e5335a35a4c71c330db63dbbf9a136d2d975739b
SHOW SESSION VARIABLES LIKE ?,*,4,0,0,16518.83,4412.76,4129.71,4,1.0,4,1.0,4,0,0,0,6935f3922a42d8845977364d3d83d2ad4e11a53295dfeca9d0d08403bff33250
SHOW FULL TABLES FROM `tpch`,,10,0,0,16021.40,2223.02,1602.14,80,8.0,260,26.0,0,0,80,0,3fe22336043442ccf8af87a0f51ed22e9fabf88b215260d52273ecd62436cf05
SHOW INDEXES FROM `londonndtms` . `ndtms`,,2,0,0,15479.45,13811.52,7739.72,2,1.0,329,165.0,2,0,2,0,6df2eeec1569a5973fb1b60399e200caddde8b2db3efb39adb6b04f7ed10f2c0
"SELECT `partition_name` , `subpartition_name` , `partition_ordinal_position` , `subpartition_ordinal_position` , `partition_method` , `subpartition_method` , `partition_expression` , `subpartition_expression` , `partition_description` , `table_rows` , `avg_row_length` , `data_length` , `max_data_length` , `index_length` , `create_time` , `update_time` , `check_time` FROM `information_schema` . `partitions` WHERE `TABLE_SCHEMA` = ? AND TABLE_NAME = ? AND `PARTITION_NAME` IS NOT NULL ORDER BY `PARTITION_NAME`",*,6,0,0,15458.61,4721.16,2576.43,0,0.0,84,14.0,0,0,0,0,591d33721ee0f8906456cecd1e01025bf471e742cf1706b30d4209b1cc464ea8
SHOW FULL FIELDS FROM `tpch` . `customer`,,1,0,0,15425.42,15425.42,15425.42,8,8.0,37,37.0,1,0,8,0,be76fbaa5261c524c47a947298e3e290d43c74637ec60a9f810b301d21b4081d
SHOW FULL FIELDS FROM `tpch` . `supplier`,,10,0,0,15398.34,1880.02,1539.83,70,7.0,330,33.0,10,0,70,0,03925aa8aadb5914dcb54c08b088e9dea1112ce868577c4eb3d29c473e1f6695
SHOW TRIGGERS FROM `londonndtms` LIKE ?,*,1,0,0,15323.61,15323.61,15323.61,0,0.0,14,14.0,1,0,0,0,7c55d675a62de673d143c5beb174a9b725c0d8130c0a9dd989594f00555d737a
PREPARE `stmt` FROM ?,,1,0,0,15297.12,15297.12,15297.12,0,0.0,0,0.0,0,0,0,0,0fc3831925a98cfd206b3e9af177d971ce92b8bf0de882c27e822ee367d60e82
SHOW FULL TABLES,,2,0,0,15281.51,13563.49,7640.75,16,8.0,52,26.0,0,0,16,0,e33d6f966fa1b15cd2fc2af10220b36edec9a20d94d21ccb3b31ad5e6eb13836
SHOW FULL FIELDS FROM `londonndtms` . `ndtms`,,2,0,0,14791.33,9724.06,7395.66,310,155.0,1250,625.0,2,0,310,0,28891ffc17510ee94eee35a07db89540df2c771d22b8b09badf73c92707085f9
"SELECT `constraint_name` , `constraint_schema` , `table_name` , `column_name` , `referenced_table_schema` , `referenced_table_name` , `referenced_column_name` FROM `information_schema` . `KEY_COLUMN_USAGE` WHERE ( ( `REFERENCED_TABLE_SCHEMA` = ? AND `referenced_table_name` = ? ) OR ( `TABLE_SCHEMA` = ? AND TABLE_NAME = ? ) ) AND `REFERENCED_TABLE_NAME` IS NOT NULL ORDER BY TABLE_NAME , COLUMN_NAME",*,1,0,0,14552.00,14552.00,14552.00,0,0.0,804,804.0,1,0,0,0,04fb04953630be9e39a49a2afcf18e0d8a0a2b42d6242b1ff2e2375fe1fb640e
SHOW FULL FIELDS FROM `tpch` . `region`,,10,0,0,14412.22,2269.82,1441.22,30,3.0,170,17.0,10,0,30,0,3d2a17533c8f12ccaa3400c5e245926b1e9c7e7c3096d1f71a7279f6ed21f3b4
SELECT * FROM `sys` . `x$io_by_thread_by_latency`,*,1,0,0,14096.69,14096.69,14096.69,13,13.0,13,13.0,2,0,13,0,900be3fa853416f4e5607001ba2d5b887f1a0854c49bb14c206527661f2a2709
"SELECT `partition_name` , `subpartition_name` , `partition_ordinal_position` , `subpartition_ordinal_position` , `partition_method` , `subpartition_method` , `partition_expression` , `subpartition_expression` , `partition_description` , `table_rows` , `avg_row_length` , `data_length` , `max_data_length` , `index_length` , `create_time` , `update_time` , `check_time` FROM `information_schema` . `partitions` WHERE `TABLE_SCHEMA` = ? AND TABLE_NAME = ? AND `PARTITION_NAME` IS NOT NULL ORDER BY `PARTITION_NAME`",,1,0,0,14073.59,14073.59,14073.59,0,0.0,0,0.0,0,0,0,0,591d33721ee0f8906456cecd1e01025bf471e742cf1706b30d4209b1cc464ea8
SELECT `st` . * FROM `performance_schema` . `events_stages_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,18,0,0,14014.88,6341.28,778.60,0,0.0,0,0.0,0,0,0,0,38ab808b1a73a9d4a0cd3dd87d741ef210a26d49ad8f262c92173ac348672be3
"SELECT ? AS ? , `TRIGGER_CATALOG` AS ? , `TRIGGER_SCHEMA` AS ? , `TRIGGER_NAME` AS ? , `EVENT_MANIPULATION` , `EVENT_OBJECT_SCHEMA` , `EVENT_OBJECT_TABLE` , `ACTION_ORDER` , `ACTION_CONDITION` , `ACTION_STATEMENT` , `ACTION_ORIENTATION` , `ACTION_TIMING` , DEFINER FROM `information_schema` . `triggers` WHERE `trigger_schema` = ?",*,11,0,0,13970.74,1734.42,1270.07,0,0.0,154,14.0,0,0,0,0,c82c5aac55093448a3b77dc06ff1ee3f5100ac2174e3ab6e7bb298623ff9d727
SHOW FIELDS FROM `mysql` . `tables_priv` LIKE ?,,1,0,0,13137.49,13137.49,13137.49,1,1.0,16,16.0,1,0,1,0,8cc92df66b055fb1d2f042aaabaf09e6d92b5f57663a7856789456f48c0c44cb
SHOW FULL FIELDS FROM `cdcyrbss` . `xxhq`,,2,0,0,13072.49,8243.12,6536.24,220,110.0,890,445.0,2,0,220,0,d90d9de1b6581879b1169e91c510d9de387df5c15dfff0061c9913a8005f437d
SET `SQL_SAFE_UPDATES` = ?,,98,0,0,12070.51,366.01,123.17,0,0.0,0,0.0,0,0,0,0,05a9d2cc7f87b977af87566844ff7bee31fc9602525cd898eb23cb8a005097cd
SELECT * FROM `sys` . `x$memory_by_user_by_current_bytes`,*,1,0,0,11988.66,11988.66,11988.66,3,3.0,3,3.0,2,0,3,0,5d5c33042f678a69c0fcbc3a7f6fb8a82d0d4ea417733034415f462d8d3f9482
SELECT `st` . * FROM `performance_schema` . `events_waits_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,5,0,0,11959.77,10688.85,2391.95,0,0.0,0,0.0,0,0,0,0,e2d8fd23be9b829c53381c11c053388a27bacc090dbe669b724641065e50b6c9
SELECT COUNT ( * ) AS ROW_COUNT FROM `lineitem` WHERE `L_SHIPDATE` BETWEEN ? AND ?,,3,0,0,11895.17,4108.26,3965.05,3,1.0,18366,6122.0,0,0,0,0,a3e7b9a67ab6bc2e47775fe490e4a41f8bb41d9d66ffd4d7d68cc40744619bf6
SELECT * FROM `mysql` . `__script_version__` WHERE NAME = ?,,37,0,0,11847.26,3326.05,320.20,37,1.0,37,1.0,0,0,0,0,5ba9573224d4a22156e9b6e0b9c832563c8cc1c9facd0ba651d13295612b92d7
SHOW FIELDS FROM `mysql` . `tables_priv` LIKE ?,,6,0,0,11367.87,2210.78,1894.64,6,1.0,96,16.0,6,0,6,0,8cc92df66b055fb1d2f042aaabaf09e6d92b5f57663a7856789456f48c0c44cb
SELECT `st` . * FROM `performance_schema` . `events_waits_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,18,0,0,11325.35,2000.03,629.19,0,0.0,0,0.0,0,0,0,0,e2d8fd23be9b829c53381c11c053388a27bacc090dbe669b724641065e50b6c9
SHOW FULL FIELDS FROM `tpch` . `nation`,,1,0,0,10736.25,10736.25,10736.25,4,4.0,21,21.0,1,0,4,0,c53fb39df95c73580e26d2395b435594e12f3b0abf4fe559aa71be7e1c04aeb8
SHOW FULL FIELDS FROM `londonndtms` . `ndtms`,,2,0,0,10593.56,5680.78,5296.78,310,155.0,1250,625.0,2,0,310,0,28891ffc17510ee94eee35a07db89540df2c771d22b8b09badf73c92707085f9
SHOW FIELDS FROM `mysql` . `columns_priv` LIKE ?,,6,0,0,9936.44,1839.36,1656.07,6,1.0,90,15.0,6,0,6,0,6a099d9cf5137191cef0f35f9b436e68ea0203dabedc7ed395a94b7dd1466f3f
SHOW FIELDS FROM `cdcyrbss` . `national2021`,,3,0,0,9699.86,4115.74,3233.29,330,110.0,1335,445.0,3,0,330,0,bb1fe4c1e2a42d3629ed14ff1e5b31ceb796f687b4495483f93c4bed352ac5b8
SHOW TRIGGERS FROM `icpsr_03088` WHERE `Table` = ?,*,5,0,0,9529.54,2501.54,1905.91,0,0.0,25,5.0,5,0,0,0,1d0f06fa307af24960722a9a1b41d77a811fd5a1e561c4b380736e57e9790a15
SELECT * FROM `information_schema` . `tables` WHERE `table_schema` = ? AND TABLE_NAME = ?,,2,0,0,9300.14,8070.22,4650.07,2,1.0,9,5.0,0,0,0,0,16a6de52b011569ab558d475938e71d65302d8ba19d59a5b0069f531c82824ad
SHOW INDEXES FROM `dawn` . `data`,,1,0,0,8955.23,8955.23,8955.23,1,1.0,295,295.0,1,0,1,0,cd130afdb6ad65fdbd6dbebe46c2584ea053509f88fb47e7acd8859e5744bad2
SHOW SESSION VARIABLES LIKE ?,*,2,0,0,8773.92,4762.17,4386.96,2,1.0,2,1.0,2,0,0,0,6935f3922a42d8845977364d3d83d2ad4e11a53295dfeca9d0d08403bff33250
SHOW CHARSET,*,10,0,0,8732.72,1312.92,873.27,410,41.0,1230,123.0,0,0,410,0,1856574834be14252580820873d7125ede9315d91bf93a4a4525fac56ee51b6f
SHOW SESSION VARIABLES LIKE ?,*,2,0,0,8685.72,4565.06,4342.86,2,1.0,2,1.0,2,0,0,0,6935f3922a42d8845977364d3d83d2ad4e11a53295dfeca9d0d08403bff33250
SHOW FULL FIELDS FROM `sys` . `schema_table_lock_waits`,,2,0,0,8359.18,6286.96,4179.59,36,18.0,150,75.0,2,0,36,0,21b653d8bc7146ce9e62229bfa167eb7b33045534a53a602826da4084a05e799
SHOW INDEXES FROM `icpsr_03088` . `adss_data_part4`,,1,0,0,8302.31,8302.31,8302.31,2,2.0,355,355.0,1,0,2,0,f5acef95fe49c26ed2ae0f1a47e46f35ee88dfcbb9272eed155739d2d03bbddc
USE `tpch`,,33,0,0,8260.52,3570.85,250.32,0,0.0,0,0.0,0,0,0,0,9bb9e59ff37367e40987dd7b8c9d50d0ecc5b2c10793dba048ebc18072d10d24
SHOW FULL FIELDS FROM `sys` . `host_summary`,,2,0,0,7986.79,6572.67,3993.39,24,12.0,102,51.0,2,0,24,0,fdd3fc261ff8f77895858db75616cfd5b7560dcfab487600fe8afa7f736ac525
SET NAMES ? COLLATE ?,,11,0,0,7959.17,1829.71,723.56,0,0.0,0,0.0,0,0,0,0,52eaff6a7819ec096aa8c71501acd23ef138f2a775fc2827cc34ed7d77fa3e3d
